Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Population Size by Broad Age (000's)"
"De facto population in a country or region, classified by sex and by broad age groups. Available by level of educational attainment, in all scenarios, and at all geographical scales. Figures are presented in thousands. <br><br> Source for 1950 to 2015: <a href=""http://esa.un.org/wpp/documentation/WPP%202010%20publications.htm"">UN Population Division, World Population Prospects 2017</a>"
"Multiple Scenarios"
" "
"Scenario","Area","Year","Age","Sex","Population"
"SSP1","Libyan Arab Jamahiriya",2020,"15+","Female",2414.1
"SSP1","Libyan Arab Jamahiriya",2030,"15+","Female",2844.9
"SSP1","Libyan Arab Jamahiriya",2050,"15+","Female",3386
"SSP1","Libyan Arab Jamahiriya",2100,"15+","Female",3284
"SSP1","Lithuania",2015,"15+","Female",1372.9
"SSP1","Lithuania",2020,"15+","Female",1321
"SSP1","Lithuania",2030,"15+","Female",1241.3
"SSP1","Lithuania",2050,"15+","Female",1091.2
"SSP1","Lithuania",2100,"15+","Female",720.7
"SSP1","Luxembourg",2015,"15+","Female",237.2
"SSP1","Luxembourg",2020,"15+","Female",250.2
"SSP1","Luxembourg",2030,"15+","Female",279.1
"SSP1","Luxembourg",2050,"15+","Female",336.3
"SSP1","Luxembourg",2100,"15+","Female",396.6
"SSP1","Macao Special Administrative Region of China",2015,"15+","Female",276.6
"SSP1","Macao Special Administrative Region of China",2020,"15+","Female",291.6
"SSP1","Macao Special Administrative Region of China",2030,"15+","Female",332.2
"SSP1","Macao Special Administrative Region of China",2050,"15+","Female",397.8
"SSP1","Macao Special Administrative Region of China",2100,"15+","Female",419.3
"SSP1","Madagascar",2015,"15+","Female",7147.3
"SSP1","Madagascar",2020,"15+","Female",8393.2
"SSP1","Madagascar",2030,"15+","Female",11232.8
"SSP1","Madagascar",2050,"15+","Female",14775.4
"SSP1","Madagascar",2100,"15+","Female",14905.8
"SSP1","Malawi",2015,"15+","Female",4974.4
"SSP1","Malawi",2020,"15+","Female",5911.8
"SSP1","Malawi",2030,"15+","Female",8169.1
"SSP1","Malawi",2050,"15+","Female",11953
"SSP1","Malawi",2100,"15+","Female",14025.7
"SSP1","Malaysia",2015,"15+","Female",11123.5
"SSP1","Malaysia",2020,"15+","Female",12166.1
"SSP1","Malaysia",2030,"15+","Female",14097.6
"SSP1","Malaysia",2050,"15+","Female",17607.3
"SSP1","Malaysia",2100,"15+","Female",19588.3
"SSP1","Maldives",2015,"15+","Female",134
"SSP1","Maldives",2020,"15+","Female",144.8
"SSP1","Maldives",2030,"15+","Female",172.8
"SSP1","Maldives",2050,"15+","Female",208
"SSP1","Maldives",2100,"15+","Female",206
"SSP1","Mali",2015,"15+","Female",4616.8
"SSP1","Mali",2020,"15+","Female",5453.6
"SSP1","Mali",2030,"15+","Female",7685.6
"SSP1","Mali",2050,"15+","Female",10715.8
"SSP1","Mali",2100,"15+","Female",10904.4
"SSP1","Malta",2015,"15+","Female",183.4
"SSP1","Malta",2020,"15+","Female",183.7
"SSP1","Malta",2030,"15+","Female",184.3
"SSP1","Malta",2050,"15+","Female",177.7
"SSP1","Malta",2100,"15+","Female",141.5
"SSP1","Martinique",2015,"15+","Female",174.9
"SSP1","Martinique",2020,"15+","Female",176.2
"SSP1","Martinique",2030,"15+","Female",175.1
"SSP1","Martinique",2050,"15+","Female",160.7
"SSP1","Martinique",2100,"15+","Female",107.9
"SSP1","Mauritania",2015,"15+","Female",1248.2
"SSP1","Mauritania",2020,"15+","Female",1437.6
"SSP1","Mauritania",2030,"15+","Female",1899.9
"SSP1","Mauritania",2050,"15+","Female",2438.7
"SSP1","Mauritania",2100,"15+","Female",2449.1
"SSP1","Mauritius",2015,"15+","Female",515.9
"SSP1","Mauritius",2020,"15+","Female",531.9
"SSP1","Mauritius",2030,"15+","Female",538.6
"SSP1","Mauritius",2050,"15+","Female",506
"SSP1","Mauritius",2100,"15+","Female",317.9
"SSP1","Mayotte",2015,"15+","Female",72.8
"SSP1","Mayotte",2020,"15+","Female",87.4
"SSP1","Mayotte",2030,"15+","Female",121.9
"SSP1","Mayotte",2050,"15+","Female",177.7
"SSP1","Mayotte",2100,"15+","Female",240.3
"SSP1","Mexico",2015,"15+","Female",46316.3
"SSP1","Mexico",2020,"15+","Female",50194.4
"SSP1","Mexico",2030,"15+","Female",57301.6
"SSP1","Mexico",2050,"15+","Female",65430.9
"SSP1","Mexico",2100,"15+","Female",57172.9
"SSP1","Micronesia (Federated States of)",2015,"15+","Female",33.8
"SSP1","Micronesia (Federated States of)",2020,"15+","Female",36.4
"SSP1","Micronesia (Federated States of)",2030,"15+","Female",39.9
"SSP1","Micronesia (Federated States of)",2050,"15+","Female",41.9
"SSP1","Micronesia (Federated States of)",2100,"15+","Female",22.1
"SSP1","Mongolia",2015,"15+","Female",1079.4
"SSP1","Mongolia",2020,"15+","Female",1144.4
"SSP1","Mongolia",2030,"15+","Female",1356.5
"SSP1","Mongolia",2050,"15+","Female",1596
"SSP1","Mongolia",2100,"15+","Female",1534.5
"SSP1","Montenegro",2015,"15+","Female",262.6
"SSP1","Montenegro",2020,"15+","Female",265.4
"SSP1","Montenegro",2030,"15+","Female",271.3
"SSP1","Montenegro",2050,"15+","Female",267.6
"SSP1","Montenegro",2100,"15+","Female",217.5
"SSP1","Morocco",2015,"15+","Female",12892.5
"SSP1","Morocco",2020,"15+","Female",13817.3
"SSP1","Morocco",2030,"15+","Female",15777.7
"SSP1","Morocco",2050,"15+","Female",17609.2
"SSP1","Morocco",2100,"15+","Female",14574.8
"SSP1","Mozambique",2015,"15+","Female",8047
"SSP1","Mozambique",2020,"15+","Female",9431.2
"SSP1","Mozambique",2030,"15+","Female",12851.5
"SSP1","Mozambique",2050,"15+","Female",16586.3
"SSP1","Mozambique",2100,"15+","Female",15481.8
"SSP1","Myanmar",2015,"15+","Female",19551.4
"SSP1","Myanmar",2020,"15+","Female",21054.6
"SSP1","Myanmar",2030,"15+","Female",23255
"SSP1","Myanmar",2050,"15+","Female",23976.2
"SSP1","Myanmar",2100,"15+","Female",16693.4
"SSP1","Namibia",2015,"15+","Female",799.2
"SSP1","Namibia",2020,"15+","Female",901
"SSP1","Namibia",2030,"15+","Female",1129.8
"SSP1","Namibia",2050,"15+","Female",1420
"SSP1","Namibia",2100,"15+","Female",1258.2
"SSP1","Nepal",2015,"15+","Female",10211.8
"SSP1","Nepal",2020,"15+","Female",11424
"SSP1","Nepal",2030,"15+","Female",13362.6
"SSP1","Nepal",2050,"15+","Female",15704
"SSP1","Nepal",2100,"15+","Female",13284
"SSP1","Netherlands",2015,"15+","Female",7137.7
"SSP1","Netherlands",2020,"15+","Female",7315.8
"SSP1","Netherlands",2030,"15+","Female",7624.4
"SSP1","Netherlands",2050,"15+","Female",7904.1
"SSP1","Netherlands",2100,"15+","Female",7510.3
"SSP1","New Caledonia",2015,"15+","Female",103.4
"SSP1","New Caledonia",2020,"15+","Female",110.7
"SSP1","New Caledonia",2030,"15+","Female",125.7
"SSP1","New Caledonia",2050,"15+","Female",148.3
"SSP1","New Caledonia",2100,"15+","Female",166.1
"SSP1","New Zealand",2015,"15+","Female",1897.3
"SSP1","New Zealand",2020,"15+","Female",1986.6
"SSP1","New Zealand",2030,"15+","Female",2186.5
"SSP1","New Zealand",2050,"15+","Female",2438.2
"SSP1","New Zealand",2100,"15+","Female",2508.1
"SSP1","Nicaragua",2015,"15+","Female",2195.7
"SSP1","Nicaragua",2020,"15+","Female",2389.4
"SSP1","Nicaragua",2030,"15+","Female",2754.1
"SSP1","Nicaragua",2050,"15+","Female",3109.1
"SSP1","Nicaragua",2100,"15+","Female",2350.4
"SSP1","Niger",2015,"15+","Female",5035
"SSP1","Niger",2020,"15+","Female",6111.5
"SSP1","Niger",2030,"15+","Female",9083.2
"SSP1","Niger",2050,"15+","Female",13815.6
"SSP1","Niger",2100,"15+","Female",17277.8
"SSP1","Nigeria",2015,"15+","Female",50327.7
"SSP1","Nigeria",2020,"15+","Female",58005.8
"SSP1","Nigeria",2030,"15+","Female",77624.7
"SSP1","Nigeria",2050,"15+","Female",112820.7
"SSP1","Nigeria",2100,"15+","Female",160968.5
"SSP1","Norway",2015,"15+","Female",2126.2
"SSP1","Norway",2020,"15+","Female",2198.7
"SSP1","Norway",2030,"15+","Female",2376.6
"SSP1","Norway",2050,"15+","Female",2643.9
"SSP1","Norway",2100,"15+","Female",2828.2
"SSP1","Occupied Palestinian Territory",2015,"15+","Female",1382.1
"SSP1","Occupied Palestinian Territory",2020,"15+","Female",1593.5
"SSP1","Occupied Palestinian Territory",2030,"15+","Female",2087.8
"SSP1","Occupied Palestinian Territory",2050,"15+","Female",2828.2
"SSP1","Occupied Palestinian Territory",2100,"15+","Female",2842.9
"SSP1","Oman",2015,"15+","Female",1019.9
"SSP1","Oman",2020,"15+","Female",1121.9
"SSP1","Oman",2030,"15+","Female",1410.2
"SSP1","Oman",2050,"15+","Female",1813.6
"SSP1","Oman",2100,"15+","Female",1867.3
"SSP1","Pakistan",2015,"15+","Female",60200.8
"SSP1","Pakistan",2020,"15+","Female",67301.5
"SSP1","Pakistan",2030,"15+","Female",84213.1
"SSP1","Pakistan",2050,"15+","Female",106428.1
"SSP1","Pakistan",2100,"15+","Female",107960.4
"SSP1","Panama",2015,"15+","Female",1437.3
"SSP1","Panama",2020,"15+","Female",1569.9
"SSP1","Panama",2030,"15+","Female",1844.8
"SSP1","Panama",2050,"15+","Female",2225.8
"SSP1","Panama",2100,"15+","Female",2344.3
"SSP1","Papua New Guinea",2015,"15+","Female",2487.8
"SSP1","Papua New Guinea",2020,"15+","Female",2824.8
"SSP1","Papua New Guinea",2030,"15+","Female",3545.9
"SSP1","Papua New Guinea",2050,"15+","Female",4387.2
"SSP1","Papua New Guinea",2100,"15+","Female",4043.6
"SSP1","Paraguay",2015,"15+","Female",2288.6
"SSP1","Paraguay",2020,"15+","Female",2506.5
"SSP1","Paraguay",2030,"15+","Female",2928.2
"SSP1","Paraguay",2050,"15+","Female",3414.1
"SSP1","Paraguay",2100,"15+","Female",2873.7
"SSP1","Peru",2015,"15+","Female",11419.7
"SSP1","Peru",2020,"15+","Female",12326.9
"SSP1","Peru",2030,"15+","Female",14143.1
"SSP1","Peru",2050,"15+","Female",16371.7
"SSP1","Peru",2100,"15+","Female",15024.7
"SSP1","Philippines",2015,"15+","Female",34540.3
"SSP1","Philippines",2020,"15+","Female",38085.4
"SSP1","Philippines",2030,"15+","Female",45560
"SSP1","Philippines",2050,"15+","Female",55730.9
"SSP1","Philippines",2100,"15+","Female",53638.8
"SSP1","Poland",2015,"15+","Female",17008.4
"SSP1","Poland",2020,"15+","Female",16882.7
"SSP1","Poland",2030,"15+","Female",16813.2
"SSP1","Poland",2050,"15+","Female",15508
"SSP1","Poland",2100,"15+","Female",9983.2
"SSP1","Portugal",2015,"15+","Female",4766.5
"SSP1","Portugal",2020,"15+","Female",4730.1
"SSP1","Portugal",2030,"15+","Female",4617
"SSP1","Portugal",2050,"15+","Female",4198.4
"SSP1","Portugal",2100,"15+","Female",2936.9
"SSP1","Puerto Rico",2015,"15+","Female",1578.5
"SSP1","Puerto Rico",2020,"15+","Female",1600.8
"SSP1","Puerto Rico",2030,"15+","Female",1610.8
"SSP1","Puerto Rico",2050,"15+","Female",1515.8
"SSP1","Puerto Rico",2100,"15+","Female",948.2
"SSP1","Qatar",2015,"15+","Female",443.5
"SSP1","Qatar",2020,"15+","Female",513.1
"SSP1","Qatar",2030,"15+","Female",680.7
"SSP1","Qatar",2050,"15+","Female",955.6
"SSP1","Qatar",2100,"15+","Female",1238.7
"SSP1","Republic of Korea",2015,"15+","Female",21884.2
"SSP1","Republic of Korea",2020,"15+","Female",22407.1
"SSP1","Republic of Korea",2030,"15+","Female",23046.2
"SSP1","Republic of Korea",2050,"15+","Female",22496.8
"SSP1","Republic of Korea",2100,"15+","Female",14225.4
"SSP1","Republic of Moldova",2015,"15+","Female",1802.6
"SSP1","Republic of Moldova",2020,"15+","Female",1786.4
"SSP1","Republic of Moldova",2030,"15+","Female",1778.4
"SSP1","Republic of Moldova",2050,"15+","Female",1653.7
"SSP1","Republic of Moldova",2100,"15+","Female",1100.1
"SSP1","Reunion",2015,"15+","Female",342.2
"SSP1","Reunion",2020,"15+","Female",364.8
"SSP1","Reunion",2030,"15+","Female",405.1
"SSP1","Reunion",2050,"15+","Female",453.1
"SSP1","Reunion",2100,"15+","Female",447.5
"SSP1","Romania",2015,"15+","Female",8751.6
"SSP1","Romania",2020,"15+","Female",8530.8
"SSP1","Romania",2030,"15+","Female",8116.7
"SSP1","Romania",2050,"15+","Female",6914.5
"SSP1","Romania",2100,"15+","Female",3569.5
"SSP1","Russian Federation",2015,"15+","Female",65240.1
"SSP1","Russian Federation",2020,"15+","Female",64405.9
"SSP1","Russian Federation",2030,"15+","Female",65085.4
"SSP1","Russian Federation",2050,"15+","Female",62678.2
"SSP1","Russian Federation",2100,"15+","Female",56668.8
"SSP1","Rwanda",2015,"15+","Female",3552.6
"SSP1","Rwanda",2020,"15+","Female",4122
"SSP1","Rwanda",2030,"15+","Female",5448
"SSP1","Rwanda",2050,"15+","Female",7256
"SSP1","Rwanda",2100,"15+","Female",7126.3
"SSP1","Saint Lucia",2015,"15+","Female",73.1
"SSP1","Saint Lucia",2020,"15+","Female",74.7
"SSP1","Saint Lucia",2030,"15+","Female",75
"SSP1","Saint Lucia",2050,"15+","Female",71.2
"SSP1","Saint Lucia",2100,"15+","Female",38.3
"SSP1","Saint Vincent and the Grenadines",2015,"15+","Female",41
"SSP1","Saint Vincent and the Grenadines",2020,"15+","Female",40.6
"SSP1","Saint Vincent and the Grenadines",2030,"15+","Female",39.2
"SSP1","Saint Vincent and the Grenadines",2050,"15+","Female",31.8
"SSP1","Saint Vincent and the Grenadines",2100,"15+","Female",10.4
"SSP1","Samoa",2015,"15+","Female",59
"SSP1","Samoa",2020,"15+","Female",62.6
"SSP1","Samoa",2030,"15+","Female",70
"SSP1","Samoa",2050,"15+","Female",66.2
"SSP1","Samoa",2100,"15+","Female",32
"SSP1","Sao Tome and Principe",2015,"15+","Female",56
"SSP1","Sao Tome and Principe",2020,"15+","Female",64.9
"SSP1","Sao Tome and Principe",2030,"15+","Female",85.2
"SSP1","Sao Tome and Principe",2050,"15+","Female",104.3
"SSP1","Sao Tome and Principe",2100,"15+","Female",79.1
"SSP1","Saudi Arabia",2015,"15+","Female",9622.8
"SSP1","Saudi Arabia",2020,"15+","Female",10726.8
"SSP1","Saudi Arabia",2030,"15+","Female",13260
"SSP1","Saudi Arabia",2050,"15+","Female",16820.7
"SSP1","Saudi Arabia",2100,"15+","Female",17268.7
"SSP1","Senegal",2015,"15+","Female",4440.9
"SSP1","Senegal",2020,"15+","Female",5166.8
"SSP1","Senegal",2030,"15+","Female",7043.8
"SSP1","Senegal",2050,"15+","Female",9642.4
"SSP1","Senegal",2100,"15+","Female",10552.4
"SSP1","Serbia",2015,"15+","Female",3805.4
"SSP1","Serbia",2020,"15+","Female",3754
"SSP1","Serbia",2030,"15+","Female",3639.8
"SSP1","Serbia",2050,"15+","Female",3290.3
"SSP1","Serbia",2100,"15+","Female",2171.6
"SSP1","Seychelles",2015,"15+","Female",37.2
"SSP1","Seychelles",2020,"15+","Female",38.1
"SSP1","Seychelles",2030,"15+","Female",41
"SSP1","Seychelles",2050,"15+","Female",41.1
"SSP1","Seychelles",2100,"15+","Female",28
"SSP1","Sierra Leone",2015,"15+","Female",2107.9
"SSP1","Sierra Leone",2020,"15+","Female",2424.8
"SSP1","Sierra Leone",2030,"15+","Female",3160.8
"SSP1","Sierra Leone",2050,"15+","Female",3802.9
"SSP1","Sierra Leone",2100,"15+","Female",2833.3
"SSP1","Singapore",2015,"15+","Female",2382.2
"SSP1","Singapore",2020,"15+","Female",2553.3
"SSP1","Singapore",2030,"15+","Female",2862.8
"SSP1","Singapore",2050,"15+","Female",3346.9
"SSP1","Singapore",2100,"15+","Female",3880.4
"SSP1","Slovakia",2015,"15+","Female",2390
"SSP1","Slovakia",2020,"15+","Female",2383.2
"SSP1","Slovakia",2030,"15+","Female",2394.5
"SSP1","Slovakia",2050,"15+","Female",2247.8
"SSP1","Slovakia",2100,"15+","Female",1509.6
"SSP1","Slovenia",2015,"15+","Female",897.2
"SSP1","Slovenia",2020,"15+","Female",897.9
"SSP1","Slovenia",2030,"15+","Female",921.1
"SSP1","Slovenia",2050,"15+","Female",917.9
"SSP1","Slovenia",2100,"15+","Female",823.6
"SSP1","Solomon Islands",2015,"15+","Female",176.4
"SSP1","Solomon Islands",2020,"15+","Female",205
"SSP1","Solomon Islands",2030,"15+","Female",268.9
"SSP1","Solomon Islands",2050,"15+","Female",347.9
"SSP1","Solomon Islands",2100,"15+","Female",335.6
"SSP1","Somalia",2015,"15+","Female",3753.6
"SSP1","Somalia",2020,"15+","Female",4444.8
"SSP1","Somalia",2030,"15+","Female",6202.5
"SSP1","Somalia",2050,"15+","Female",8716.1
"SSP1","Somalia",2100,"15+","Female",8974.4
"SSP1","South Africa",2015,"15+","Female",20093
"SSP1","South Africa",2020,"15+","Female",21707.1
"SSP1","South Africa",2030,"15+","Female",24998
"SSP1","South Africa",2050,"15+","Female",29173.4
"SSP1","South Africa",2100,"15+","Female",27816.4
"SSP1","South Sudan",2015,"15+","Female",3462.7
"SSP1","South Sudan",2020,"15+","Female",4177.1
"SSP1","South Sudan",2030,"15+","Female",5859.2
"SSP1","South Sudan",2050,"15+","Female",8681.9
"SSP1","South Sudan",2100,"15+","Female",10612.8
"SSP1","Spain",2015,"15+","Female",20274.5
"SSP1","Spain",2020,"15+","Female",20592.3
"SSP1","Spain",2030,"15+","Female",21381.1
"SSP1","Spain",2050,"15+","Female",21738.3
"SSP1","Spain",2100,"15+","Female",19125.6
"SSP1","Sri Lanka",2015,"15+","Female",8208.1
"SSP1","Sri Lanka",2020,"15+","Female",8646.3
"SSP1","Sri Lanka",2030,"15+","Female",9395
"SSP1","Sri Lanka",2050,"15+","Female",9760.4
"SSP1","Sri Lanka",2100,"15+","Female",7664.6
"SSP1","Sudan",2015,"15+","Female",11448.5
"SSP1","Sudan",2020,"15+","Female",13131.3
"SSP1","Sudan",2030,"15+","Female",16902.9
"SSP1","Sudan",2050,"15+","Female",22400
"SSP1","Sudan",2100,"15+","Female",22487.5
"SSP1","Suriname",2015,"15+","Female",203.5
"SSP1","Suriname",2020,"15+","Female",211.4
"SSP1","Suriname",2030,"15+","Female",224.7
"SSP1","Suriname",2050,"15+","Female",224.4
"SSP1","Suriname",2100,"15+","Female",145.4
"SSP1","Swaziland",2015,"15+","Female",432.6
"SSP1","Swaziland",2020,"15+","Female",479.9
"SSP1","Swaziland",2030,"15+","Female",583.4
"SSP1","Swaziland",2050,"15+","Female",695.7
"SSP1","Swaziland",2100,"15+","Female",544
"SSP1","Sweden",2015,"15+","Female",4062.2
"SSP1","Sweden",2020,"15+","Female",4145.9
"SSP1","Sweden",2030,"15+","Female",4430.6
"SSP1","Sweden",2050,"15+","Female",4870.4
"SSP1","Sweden",2100,"15+","Female",5347.6
"SSP1","Switzerland",2015,"15+","Female",3604.1
"SSP1","Switzerland",2020,"15+","Female",3695.1
"SSP1","Switzerland",2030,"15+","Female",3934
"SSP1","Switzerland",2050,"15+","Female",4335.5
"SSP1","Switzerland",2100,"15+","Female",4311.8
"SSP1","Syrian Arab Republic",2015,"15+","Female",5778
"SSP1","Syrian Arab Republic",2020,"15+","Female",6629.1
"SSP1","Syrian Arab Republic",2030,"15+","Female",8157.2
"SSP1","Syrian Arab Republic",2050,"15+","Female",9339.4
"SSP1","Syrian Arab Republic",2100,"15+","Female",7433.2
"SSP1","Taiwan Province of China",2015,"15+","Female",10191.4
"SSP1","Taiwan Province of China",2020,"15+","Female",10422.6
"SSP1","Taiwan Province of China",2030,"15+","Female",10565.4
"SSP1","Taiwan Province of China",2050,"15+","Female",9970.1
"SSP1","Taiwan Province of China",2100,"15+","Female",5789.9
"SSP1","Tajikistan",2015,"15+","Female",2790
"SSP1","Tajikistan",2020,"15+","Female",3089.1
"SSP1","Tajikistan",2030,"15+","Female",3862.1
"SSP1","Tajikistan",2050,"15+","Female",4829.7
"SSP1","Tajikistan",2100,"15+","Female",4314
"SSP1","Thailand",2015,"15+","Female",29130.6
"SSP1","Thailand",2020,"15+","Female",30213.6
"SSP1","Thailand",2030,"15+","Female",31625.6
"SSP1","Thailand",2050,"15+","Female",31016.3
"SSP1","Thailand",2100,"15+","Female",22229
"SSP1","The former Yugoslav Republic of Macedonia",2015,"15+","Female",869.3
"SSP1","The former Yugoslav Republic of Macedonia",2020,"15+","Female",866.7
"SSP1","The former Yugoslav Republic of Macedonia",2030,"15+","Female",856.2
"SSP1","The former Yugoslav Republic of Macedonia",2050,"15+","Female",787.4
"SSP1","The former Yugoslav Republic of Macedonia",2100,"15+","Female",485.5
"SSP1","Timor-Leste",2015,"15+","Female",343.2
"SSP1","Timor-Leste",2020,"15+","Female",395.7
"SSP1","Timor-Leste",2030,"15+","Female",520.7
"SSP1","Timor-Leste",2050,"15+","Female",738.6
"SSP1","Timor-Leste",2100,"15+","Female",772.4
"SSP1","Togo",2015,"15+","Female",2166.7
"SSP1","Togo",2020,"15+","Female",2509.4
"SSP1","Togo",2030,"15+","Female",3336.5
"SSP1","Togo",2050,"15+","Female",4284.6
"SSP1","Togo",2100,"15+","Female",4074.2
"SSP1","Tonga",2015,"15+","Female",34.2
"SSP1","Tonga",2020,"15+","Female",35.9
"SSP1","Tonga",2030,"15+","Female",39.4
"SSP1","Tonga",2050,"15+","Female",37.1
"SSP1","Tonga",2100,"15+","Female",18
"SSP1","Trinidad and Tobago",2015,"15+","Female",549.7
"SSP1","Trinidad and Tobago",2020,"15+","Female",552.6
"SSP1","Trinidad and Tobago",2030,"15+","Female",559.5
"SSP1","Trinidad and Tobago",2050,"15+","Female",502.6
"SSP1","Trinidad and Tobago",2100,"15+","Female",265.9
"SSP1","Tunisia",2015,"15+","Female",4399
"SSP1","Tunisia",2020,"15+","Female",4616.5
"SSP1","Tunisia",2030,"15+","Female",5166.4
"SSP1","Tunisia",2050,"15+","Female",5644.6
"SSP1","Tunisia",2100,"15+","Female",4687.3
"SSP1","Turkey",2015,"15+","Female",29969.1
"SSP1","Turkey",2020,"15+","Female",32288
"SSP1","Turkey",2030,"15+","Female",36624.7
"SSP1","Turkey",2050,"15+","Female",41072.1
"SSP1","Turkey",2100,"15+","Female",36416.4
"SSP1","Turkmenistan",2015,"15+","Female",1990.1
"SSP1","Turkmenistan",2020,"15+","Female",2147.6
"SSP1","Turkmenistan",2030,"15+","Female",2547.8
"SSP1","Turkmenistan",2050,"15+","Female",3120.3
"SSP1","Turkmenistan",2100,"15+","Female",3106.7
"SSP1","Uganda",2015,"15+","Female",10580.6
"SSP1","Uganda",2020,"15+","Female",12775.3
"SSP1","Uganda",2030,"15+","Female",18320.8
"SSP1","Uganda",2050,"15+","Female",27592.5
"SSP1","Uganda",2100,"15+","Female",34940.2
"SSP1","Ukraine",2015,"15+","Female",20760.3
"SSP1","Ukraine",2020,"15+","Female",20138
"SSP1","Ukraine",2030,"15+","Female",19635.8
"SSP1","Ukraine",2050,"15+","Female",18082.7
"SSP1","Ukraine",2100,"15+","Female",14509.1
"SSP1","United Arab Emirates",2015,"15+","Female",1841.7
"SSP1","United Arab Emirates",2020,"15+","Female",2095.5
"SSP1","United Arab Emirates",2030,"15+","Female",2711.1
"SSP1","United Arab Emirates",2050,"15+","Female",3608.1
"SSP1","United Arab Emirates",2100,"15+","Female",4262.1
"SSP1","United Kingdom of Great Britain and Northern Ireland",2015,"15+","Female",27549.2
"SSP1","United Kingdom of Great Britain and Northern Ireland",2020,"15+","Female",28016.1
"SSP1","United Kingdom of Great Britain and Northern Ireland",2030,"15+","Female",29612.6
"SSP1","United Kingdom of Great Britain and Northern Ireland",2050,"15+","Female",31613
"SSP1","United Kingdom of Great Britain and Northern Ireland",2100,"15+","Female",31990.2
"SSP1","United Republic of Tanzania",2015,"15+","Female",15147.5
"SSP1","United Republic of Tanzania",2020,"15+","Female",18054.3
"SSP1","United Republic of Tanzania",2030,"15+","Female",25332.1
"SSP1","United Republic of Tanzania",2050,"15+","Female",36082.6
"SSP1","United Republic of Tanzania",2100,"15+","Female",41029.8
